category,city,end_time,name,site_lat,site_lng,site_name,start_time
食品饮料,唐山市,2018-06-11,2018中国唐山国际茶业博览会暨紫砂精品展,39.6763114003,118.186261814,唐山国际会展中心,2018-06-08
化工橡塑,临沂市,2018-05-30,2018第三届中国临沂国际塑料产业博览会,35.0249309423,118.417878758,临沂国际会展中心,2018-05-28
农林牧渔,上海市,2018-05-31,2018上海国际园林景观产业贸易博览会,31.1883954089,121.496502454,上海世博展览馆,2018-05-29
光电技术,广州市,2018-06-12,2018广州国际照明展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-06-09
创业加盟,上海市,2018-06-10,CAE第十二届中国国际加盟展览会,31.1883954089,121.496502454,上海世博展览馆,2018-06-09
光电技术,广州市,2018-06-12,2018广州国际建筑电气技术展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-06-09
食品饮料,西安市,2018-06-11,2018第十二届中国西安国际茶业博览会,34.2021162501,108.957182968,西安曲江国际会展中心,2018-06-08
印刷包装,宁波市,2018-05-31,2018浙江宁波包装印刷产业博览会,29.8753386335,121.620905706,宁波国际会展中心,2018-05-29
建材五金,上海市,2018-05-30,第十六届中国国际屋面和建筑防水技术展览会,31.1883954089,121.496502454,上海世博展览馆,2018-05-28
建材五金,广州市,2018-06-02,2018中国国际陶瓷技术装备及建筑陶瓷卫生洁具产品展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-05-30
皮革鞋业,广州市,2018-06-01,第二十八届广州国际鞋类皮革及工业设备展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-05-30
暖通制冷,上海市,2018-06-02,2018上海国际空气新风展,31.1954553942,121.308713553,国家会展中心上海,2018-05-31
环保水处理,上海市,2018-06-02,第七届上海国际泵管阀展览会,31.1954553942,121.308713553,国家会展中心上海,2018-05-31
化工橡塑,宁波市,2018-06-01,2018宁波国际塑料橡胶工业展览会,29.8753386335,121.620905706,宁波国际会展中心,2018-05-30
安全防护,上海市,2018-06-01,2018中国气象科技展,31.2285332734,121.398892922,上海跨国采购会展中心,2018-05-30
医疗保健,太原市,2018-05-31,2018第19届山西医疗器械展览交易会,37.8227245981,112.541477735,中国太原煤炭交易中心,2018-05-29
纺织纺机,宁波市,2018-06-01,2018第十六届宁波国际纺织面辅料及纱线展览会,29.8753386335,121.620905706,宁波国际会展中心,2018-05-30
环保水处理,上海市,2018-06-02,2018第十一届荷兰阿姆斯特丹国际水展AQUATECH,31.1954553942,121.308713553,国家会展中心上海,2018-05-31
旅游行业,南京市,2018-06-03,2018南京国际度假休闲及房车展览会,32.0001775899,118.724174266,南京国际博览中心,2018-06-01
建材五金,郑州市,2018-06-03,2018第十四届中国郑州国际五金机电展览会,34.7779586181,113.737286551,郑州国际会展中心,2018-06-01
安全防护,天津市,2018-06-02,第九届中国天津国际智慧城市暨社会公共安全产品展览会,39.0917281844,117.212916115,天津国际展览中心,2018-05-31
食品饮料,青岛市,2018-06-03,2018第十六届中国青岛国际食品加工机械和包装设备展览会,36.1104007468,120.480622379,青岛国际会展中心,2018-06-01
食品饮料,苏州市,2018-06-02,2018年苏州春季茶叶博览会暨紫砂茶具工艺品展,31.3292782289,120.715803186,苏州国际博览中心,2018-06-01
食品饮料,长沙市,2018-06-01,2018第五届湖南餐饮食材产业展览会,28.2406228614,113.05593445,湖南国际会展中心,2018-05-30
礼品玩具,哈尔滨市,2018-06-03,2018中国哈尔滨国际宠物水族含渔具产业用品博览会,45.7618810735,126.701914385,哈尔滨国际会展中心,2018-06-01
环保水处理,上海市,2018-06-02,2018上海国际建筑水展,31.1954553942,121.308713553,国家会展中心上海,2018-05-31
机械工业,郑州市,2018-06-03,2018中国郑州国际机床展览会,34.7779586181,113.737286551,郑州国际会展中心,2018-06-01
体育休闲,上海市,2018-06-03,2018上海国际休闲娱乐产业展览会暨玩博会,31.1883954089,121.496502454,上海世博展览馆,2018-06-01
机械工业,郑州市,2018-06-03,2018中国郑州工业装备博览会暨智能制造及机器人展览会,34.7779586181,113.737286551,郑州国际会展中心,2018-06-01
农林牧渔,福州市,2018-06-03,第十三届中国福州国际渔业博览会,26.0327264404,119.37111431,福州海峡会展中心,2018-06-01
机械工业,郑州市,2018-06-03,2018第十四届中国郑州工业自动化及机器人展览会,34.7779586181,113.737286551,郑州国际会展中心,2018-06-01
交通工具,沈阳市,2018-05-08,2018沈阳国际房车展览会,41.668369644,123.379619081,沈阳国际展览中心,2018-05-05
交通工具,上海市,2018-05-09,第二十八届中国国际自行车展览会,31.1954553942,121.308713553,国家会展中心上海,2018-05-06
礼品玩具,重庆市,2018-06-04,2018重庆国际宠物用品展览会,29.5397622202,106.567884129,重庆国际会议展览中心,2018-06-01
房产家居,郑州市,2018-05-07,2018第八届中国郑州国际家具展览会,34.7779586181,113.737286551,郑州国际会展中心,2018-05-05
房产家居,郑州市,2018-05-07,2018第八届中国郑州定制家居门业展,34.7779586181,113.737286551,郑州国际会展中心,2018-05-05
安全防护,北京市,2018-05-09,2018北京国际军民融合装备展览会,39.9678796505,116.449740311,中国国际展览中心,2018-05-07
孕婴童,广州市,2018-06-03,2018中国广州母婴健康服务博览会,23.1016239365,113.374149961,广州保利世贸展览馆,2018-06-01
安全防护,北京市,2018-05-09,第十一届中国国际国防电子展览会,39.9678796505,116.449740311,中国国际展览中心,2018-05-07
音响乐器,广州市,2018-05-11,2018第八届广州国际演艺设备智能声光产品技术展览会,23.1016239365,113.374149961,广州保利世贸展览馆,2018-05-08
食品饮料,杭州市,2018-05-08,2018中国浙江餐饮业供应链博览会暨浙江餐饮产业发展大会,30.2969106788,120.182317169,杭州和平国际会展中心,2018-05-06
机械工业,东莞市,2018-05-11,2018第二十三届北京埃森焊接与切割展览会,22.9062440963,113.667281334,广东现代国际展览中心,2018-05-08
光电技术,宁波市,2018-05-11,2018中国宁波国际灯具灯饰采购交易会暨LED照明展览会,29.8753386335,121.620905706,宁波国际会展中心,2018-05-09
电子电力,上海市,2018-05-11,2018中国国际电梯展览会,31.1954553942,121.308713553,国家会展中心上海,2018-05-08
房产家居,上海市,2018-05-10,2018上海国际品牌楼梯与配件展览会,31.2285332734,121.398892922,上海跨国采购会展中心,2018-05-08
孕婴童,厦门市,2018-06-03,2018中国厦门国际婴童产业博览会暨中国厦门国际孕婴用品展,24.4735054247,118.189009566,厦门国际会展中心,2018-06-01
食品饮料,上海市,2018-05-12,2018上海国际罐藏食品及原辅材料机械设备博览会,31.2131561422,121.572795285,上海新国际博览中心,2018-05-09
创业加盟,郑州市,2018-05-07,2018中国郑州微商博览会,34.7538040862,113.712760953,河南郑州中原国际博览中心,2018-05-05
建材五金,南京市,2018-05-11,2018中国南京移门博览会,32.0572355018,118.778074408,南京河西国际博览中心,2018-05-09
机械工业,北京市,2018-05-11,2018北京国际工业智能及自动化展览会,39.9462556053,116.350718971,北京展览馆,2018-05-09
机械工业,重庆市,2018-05-12,2018第十九届重庆国际机械展览会,29.7248231346,106.548697024,重庆国际博览中心,2018-05-09
能源矿产,广州市,2018-05-11,2018中国广州国际电池与储能技术博览会暨广州国际石墨烯技术展,23.1066760687,113.367058065,广州琶洲国际采购中心,2018-05-09
环保水处理,重庆市,2018-05-11,2018国际重庆工业环保技术及设备展览会,29.7248231346,106.548697024,重庆国际博览中心,2018-05-09
奢侈品,上海市,2018-05-13,2018上海国际珠宝首饰展览会,31.1883954089,121.496502454,上海世博展览馆,2018-05-09
建材五金,重庆市,2018-05-12,2018第十六届中国重庆绿色建筑装饰材料博览会,29.5397622202,106.567884129,重庆国际会议展览中心,2018-05-10
医疗保健,北京市,2018-05-11,第七届中国国际养老服务业博览会,40.0050493821,116.396532673,北京国家会议中心,2018-05-09
音响乐器,广州市,2018-05-13,2018第十五届中国广州国际乐器展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-05-10
农林牧渔,北京市,2018-05-12,2018第二十届中国国际花卉园艺展览会,40.0771398326,116.55524372,中国国际展览中心新馆,2018-05-10
房产家居,成都市,2018-05-12,2018中国成都国际智能家居暨家庭安全博览会,30.5634611427,104.08172949,成都世纪城新国际会展中心,2018-05-10
化工橡塑,上海市,2018-05-27,2018上海国际聚酯薄膜及技术展览会,31.1954553942,121.308713553,国家会展中心上海,2018-05-25
化工橡塑,重庆市,2018-05-11,2018国际重庆表面处理电镀涂装展览会,29.7248231346,106.548697024,重庆国际博览中心,2018-05-09
纸业制品,广州市,2018-05-27,2018第十五届广州国际纸业展览会,23.1016239365,113.374149961,广州保利世贸展览馆,2018-05-25
食品饮料,上海市,2018-05-12,2018第二十一届中国国际焙烤展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-05-09
农林牧渔,苏州市,2018-05-27,苏州上花2018年夏季渔具展,31.3292782289,120.715803186,苏州国际博览中心,2018-05-25
房产家居,青岛市,2018-05-28,2018第15届青岛国际家具展暨第6届青岛家具木工机械及原辅材料展,36.1104007468,120.480622379,青岛国际会展中心,2018-05-25
医疗保健,上海市,2018-05-27,2018全球母婴服务及教育精品展暨第三届上海月子健康博览会,31.1737721999,121.434634495,上海光大会展中心,2018-05-25
机械工业,上海市,2018-05-27,2018中国国际钣金冲压暨金属板材加工展览会,31.1954553942,121.308713553,国家会展中心上海,2018-05-25
旅游行业,济南市,2018-05-27,2018第十六届中国山东济南国际旅游交易博览会,36.6410208515,117.030675538,济南舜耕国际会展中心,2018-05-25
印刷包装,上海市,2018-05-27,第十四届上海国际胶粘带保护膜及光学膜展览会,31.1954553942,121.308713553,国家会展中心上海,2018-05-25
建材五金,寿光市,2018-05-27,2018中国寿光遮阳窗饰展览会,36.8616197805,118.824710028,山东省寿光国际会展中心,2018-05-25
机械工业,上海市,2018-05-27,2018上海国际线束加工设备展览会,31.1954553942,121.308713553,国家会展中心上海,2018-05-25
贸易进出口,宁波市,2018-05-27,2018中国浙江进口商品展览会,29.8748588688,121.620845206,宁波国际会议展览中心1号2号3号馆,2018-05-25
孕婴童,蚌埠市,2018-05-27,2018中国安徽孕婴童产品展览会暨第二届蚌埠儿博会,32.9362505246,117.377186149,蚌埠会展中心,2018-05-26
食品饮料,合肥市,2018-05-27,2018中国安徽酒店餐饮业博览会,31.7614086517,117.303549887,合肥滨湖国际会展中心,2018-05-25
机械工业,泰州市,2018-05-27,2018中国泰州第七届国际装备制造业博览会,32.393518013,119.915895253,泰州国际博览中心,2018-05-25
汽摩配件,郑州市,2018-05-29,2018中国润滑油脂及汽车养护展览会,34.7779586181,113.737286551,郑州国际会展中心,2018-05-27
办公用品,广州市,2018-05-27,2018广州国际文具及办公用品展览会,23.1016239365,113.374149961,广州保利世贸展览馆,2018-05-25
汽摩配件,郑州市,2018-05-29,2018中国国际轿车微车正品配件博览会,34.7779586181,113.737286551,郑州国际会展中心,2018-05-27
运输物流,北京市,2018-05-30,2018国际交通工程智能交通技术与设施展览会,39.9678796505,116.449740311,中国国际展览中心,2018-05-28
皮革鞋业,广州市,2018-05-29,2018中国广州国际鞋业展,23.1016239365,113.374149961,广州保利世贸展览馆,2018-05-27
机械工业,临沂市,2018-05-30,2018第十三届中国东部工业装备博览会,35.0249309423,118.417878758,临沂国际会展中心,2018-05-28
美容美发,昆明市,2018-05-29,2018中国昆明国际美容美发化妆品博览会,25.015358103,102.73777829,昆明国际会展中心,2018-05-27
能源矿产,上海市,2018-05-30,2018第十二届国际太阳能光伏与智慧能源上海大会暨展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-05-28
美容美发,天津市,2018-05-30,2018中国天津国际美容美发化妆品博览会,39.1439299033,117.210813092,天津梅江国际会展中心,2018-05-28
运输物流,北京市,2018-05-30,2018北京国际道路运输城市公交车辆及零部件展览会,40.0771398326,116.55524372,中国国际展览中心新馆,2018-05-28
运输物流,上海市,2018-05-27,2018中国上海国际港口装备展览会,31.1954553942,121.308713553,国家会展中心上海,2018-05-25
光电技术,上海市,2018-05-16,2018上海国际绿色照明及城市亮化工程展览会,31.1954553942,121.308713553,国家会展中心上海,2018-05-14
食品饮料,上海市,2018-05-16,2018第十九届上海国际葡萄酒及烈酒展览会,31.1954553942,121.308713553,国家会展中心上海,2018-05-14
礼品玩具,徐州市,2018-05-28,2018中国徐州国际宠物行业博览会,34.2274255028,117.238313605,徐州国际会展中心,2018-05-26
食品饮料,上海市,2018-05-16,2018中国国际食品肉类及水产品展览会暨进出口食品政策与法律法规交流会,31.1954553942,121.308713553,国家会展中心上海,2018-05-14
食品饮料,上海市,2018-05-16,2018上海国际进出口食品及饮料展览会,31.1954553942,121.308713553,国家会展中心上海,2018-05-14
食品饮料,上海市,2018-05-16,2018第七届中国国际航空邮轮及列车食品饮料展上海站,31.1954553942,121.308713553,国家会展中心上海,2018-05-14
建材五金,广州市,2018-05-17,2018华南国际木业展,23.1016239365,113.374149961,广州保利世贸展览馆,2018-05-15
化工橡塑,上海市,2018-05-16,2018第十届上海国际新材料展览会,31.1954553942,121.308713553,国家会展中心上海,2018-05-14
建材五金,广州市,2018-05-17,2018亚太地坪展,23.1016239365,113.374149961,广州保利世贸展览馆,2018-05-15
体育休闲,广州市,2018-05-17,2018亚洲泳池SPA博览会,23.1016239365,113.374149961,广州保利世贸展览馆,2018-05-15
机械工业,上海市,2018-05-16,2018中国国际地下综合管廊展览会暨发展论坛,31.1954553942,121.308713553,国家会展中心上海,2018-05-14
建材五金,广州市,2018-05-17,2018第十届广州国际木塑装饰与景观材料展,23.1016239365,113.374149961,广州保利世贸展览馆,2018-05-15
房产家居,天津市,2018-05-31,中国天津国际实木家具展览会,39.1439299033,117.210813092,天津梅江国际会展中心,2018-05-28
化工橡塑,东营市,2018-05-17,2018第九届中国广饶国际橡胶轮胎暨汽车配件展览会,37.1620711192,118.538569312,广饶国际博览中心,2018-05-15
建材五金,广州市,2018-05-17,2018广州国际卫浴进出口交易会暨2018国际卫浴发展论坛,23.1016239365,113.374149961,广州保利世贸展览馆,2018-05-15
房产家居,广州市,2018-05-17,2018第十届中国广州国际集成住宅产业博览会暨建筑工业化产品与设备展,23.1016239365,113.374149961,广州保利世贸展览馆,2018-05-15
医疗保健,苏州市,2018-05-18,2018全国口腔设备器材展览会暨学术研讨会苏州站,31.2833606752,120.523337596,苏州广电国际会展中心,2018-05-16
机械工业,上海市,2018-05-16,2018上海国际工业陶瓷展览会,31.1954553942,121.308713553,国家会展中心上海,2018-05-14
旅游行业,上海市,2018-05-18,2018国际旅游交易会,31.1883954089,121.496502454,上海世博展览馆,2018-05-16
电子电力,苏州市,2018-05-18,2018第十四届华东电路板暨表面贴装展览会,31.3292782289,120.715803186,苏州国际博览中心,2018-05-16
机械工业,广州市,2018-05-18,2018CANNEX国际制罐工业展览会中国展,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-05-15
医疗保健,苏州市,2018-05-18,2018中国江苏国际医疗器械展览会,31.3303826098,120.710806381,苏州广电国际博览中心,2018-05-16
化工橡塑,上海市,2018-05-18,2018第十三届中国先进复合材料制品原材料工装及工程应用展览会,31.1737721999,121.434634495,上海光大会展中心,2018-05-16
建材五金,重庆市,2018-05-18,中国重庆国际涂料油墨及胶粘剂展览会,29.5397622202,106.567884129,重庆国际会议展览中心,2018-05-16
运输物流,上海市,2018-05-18,2018第十五届中国国际物流节,31.2131561422,121.572795285,上海新国际博览中心,2018-05-16
钢铁冶金,北京市,2018-05-19,2018第十六届中国国际铸造博览会,40.0771398326,116.55524372,中国国际展览中心新馆,2018-05-16
酒店用品,广州市,2018-05-18,2018中国上海国际智慧酒店展览会广州站,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-05-16
食品饮料,上海市,2018-05-18,2018中国国际精酿啤酒会议暨展览会,31.1883954089,121.496502454,上海世博展览馆,2018-05-16
化工橡塑,重庆市,2018-05-18,2018第十九届中国西部重庆国际表面处理涂装及电镀展览会,29.5397622202,106.567884129,重庆国际会议展览中心,2018-05-16
皮革鞋业,广州市,2018-05-03,2018中国广州国际箱包皮具手袋展览会,23.1016239365,113.374149961,广州保利世贸展览馆,2018-05-01
食品饮料,上海市,2018-05-18,第十九届中国国际食品和饮料展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-05-16
动漫游戏,廊坊市,2018-05-01,2018廊坊CLCAF漫展,39.5186106251,116.703602223,廊坊国际会议展览中心,2018-04-30
礼品玩具,深圳市,2018-05-05,2018深圳国际宠物展览会,22.5363839471,114.066517985,深圳会展中心,2018-05-01
汽摩配件,济南市,2018-05-17,2018中国济南车界国际汽车后市场博览会,36.6729145312,117.089104836,山东机械设备展览中心,2018-05-16
贸易进出口,广州市,2018-05-05,第123届中国进出口商品交易会第三期,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-05-01
印刷包装,上海市,2018-05-18,第十八届上海国际包装和食品加工技术展,31.2131561422,121.572795285,上海新国际博览中心,2018-05-16
医疗保健,深圳市,2018-05-05,2018深圳国际营养与健康产业博览会,22.5363839471,114.066517985,深圳会展中心,2018-05-03
环保水处理,北京市,2018-05-03,第三届北京国际新型城镇化产业博览会暨一带一路项目合作峰会,40.0050493821,116.396532673,北京国家会议中心,2018-04-30
消费电子,北京市,2018-05-06,2018第二十一届中国国际照相机械影像器材与技术博览会,39.9462556053,116.350718971,北京展览馆,2018-05-03
环保水处理,上海市,2018-05-05,第十九届中国环博会,31.2131561422,121.572795285,上海新国际博览中心,2018-05-03
电子电力,上海市,2018-05-05,2018第十八届中国国际电力电工设备暨智能电网展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-05-03
能源矿产,上海市,2018-05-05,2018上海国际分布式能源技术及设备展览会暨论坛,31.2131561422,121.572795285,上海新国际博览中心,2018-05-03
房产家居,南宁市,2018-05-03,2018广西南宁房地产家装建筑博览会,22.8143952219,108.385721653,广西南宁国际会展中心,2018-05-01
美容美发,济南市,2018-05-05,2018中国济南国际美容美发化妆品产业博览会,36.6923183256,117.130223505,济南国际会展中心,2018-05-03
信息通信,上海市,2018-05-05,2018上海国际数据中心大会暨展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-05-03
电子电力,成都市,2018-05-06,2018第十六届四川国际电力产业博览会,30.5634611427,104.08172949,成都世纪城新国际会展中心,2018-05-04
食品饮料,深圳市,2018-05-05,2018深圳国际天然与有机产业博览会,22.5363839471,114.066517985,深圳会展中心,2018-05-03
环保水处理,上海市,2018-05-05,第六届中国城市矿产博览会暨中国国际环保固废垃圾处理再生资源博览会,31.2131561422,121.572795285,上海新国际博览中心,2018-05-03
房产家居,成都市,2018-05-06,2018中国四川住房城乡建设博览会成都成品住宅配套产品暨智能家居展,30.5634611427,104.08172949,成都世纪城新国际会展中心,2018-05-04
孕婴童,上海市,2018-05-06,2018第十三届上海国际幼儿教育暨用品展,31.2308893627,121.459315403,上海展览中心,2018-05-04
环保水处理,上海市,2018-05-05,第十五届中国上海新风系统与空气净化暨饮用净水产业博览会,31.2131561422,121.572795285,上海新国际博览中心,2018-05-03
食品饮料,厦门市,2018-05-06,2018中国厦门国际糖酒食品交易会,24.4732291388,118.190039713,厦门国际会议展览中心,2018-05-04
信息通信,深圳市,2018-05-06,2018多人行国际虚拟现实增强现实全息技术展览会,22.5363839471,114.066517985,深圳会展中心,2018-05-04
孕婴童,厦门市,2018-05-06,2018中国厦门国际幼教用品及幼儿教育展览会,24.4735054247,118.189009566,厦门国际会展中心,2018-05-04
文化艺术,上海市,2018-05-07,2018第四届珠宝玉石文化博览会,31.1737721999,121.434634495,上海光大会展中心,2018-05-04
食品饮料,长沙市,2018-05-07,第二十届湖南茶文化节暨紫砂书画红木根雕陶瓷茶具工艺品展,28.2101840884,112.996178657,湖南省展览馆,2018-05-04
奢侈品,上海市,2018-05-07,2018上海国际珠宝首饰展览会,31.1737721999,121.434634495,上海光大会展中心,2018-05-04
食品饮料,重庆市,2018-05-07,2018第十三届中国重庆国际紫砂工艺及茶具博览会,29.5397622202,106.567884129,重庆国际会议展览中心,2018-05-04
奢侈品,潍坊市,2018-05-07,2018年中国潍坊国际珠宝玉石展暨艺博会红木家具展,36.7197973424,119.170455923,潍坊富华国际展览中心,2018-05-04
创业加盟,北京市,2018-05-06,2018第二十届北京国际特许加盟展,40.0050493821,116.396532673,北京国家会议中心,2018-05-04
光电技术,上海市,2018-09-05,2018上海照明展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-09-03
环保水处理,郑州市,2018-09-02,2018第三届中原经济区郑州环保产业博览会,34.7779586181,113.737286551,郑州国际会展中心,2018-08-31
食品饮料,上海市,2018-09-06,2018上海国际食盐产品及深加工设备包装新材料展览,31.2131561422,121.572795285,上海新国际博览中心,2018-09-04
安全防护,北京市,2018-09-05,第九届中国国际安全生产及职业健康展览会,40.0050493821,116.396532673,北京国家会议中心,2018-09-03
环保水处理,上海市,2018-09-05,2018上海国际城镇给水排水水处理展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-09-03
环保水处理,郑州市,2018-09-02,2018中国郑州国际净水净化设备及新技术展览会,34.7779586181,113.737286551,郑州国际会展中心,2018-08-31
能源矿产,上海市,2018-09-06,2018第十三届亚洲太阳能光伏创新与合作论坛,31.2285332734,121.398892922,上海跨国采购会展中心,2018-09-04
机械工业,沈阳市,2018-09-05,2018第十七届中国国际装备制造业博览会,41.668369644,123.379619081,沈阳国际展览中心,2018-09-01
建材五金,广州市,2018-08-29,2018广州国际玻璃工业技术展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-08-27
建材五金,东莞市,2018-09-21,2018中国国际金属成形展览会,22.9062440963,113.667281334,广东现代国际展览中心,2018-09-18
食品饮料,上海市,2018-09-06,2018上海国际食盐产品及深加工设备包装新材料展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-09-04
暖通制冷,上海市,2018-09-05,2018上海国际供热通风空调城建设备与技术展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-09-03
电子电力,深圳市,2018-08-30,2018第二十四届深圳国际电子生产设备暨微电子工业展览会,22.5363839471,114.066517985,深圳会展中心,2018-08-28
美容美发,郑州市,2018-09-29,2018中国郑州国际高端美容院线产品及化妆品展览会,34.7779586181,113.737286551,郑州国际会展中心,2018-09-27
机械工业,宁波市,2018-10-13,2018浙江宁波工量刃具展览会,29.8852589659,121.579005973,宁波国际展览中心,2018-10-11
消费电子,上海市,2018-09-21,第十届上海国际数字标牌展,31.2131561422,121.572795285,上海新国际博览中心,2018-09-19
机械工业,上海市,2018-11-21,2018第20届上海国际机床展览会暨2018智能制造装备展,31.2131561422,121.572795285,上海新国际博览中心,2018-11-19
化工橡塑,成都市,2018-10-13,2018第十二届中国成都橡塑及包装展览会,30.5634611427,104.08172949,成都世纪城新国际会展中心,2018-10-11
机械工业,上海市,2018-11-21,2018未来工业展,31.2131561422,121.572795285,上海新国际博览中心,2018-11-19
交通工具,武汉市,2018-10-16,第十九届武汉国际汽车展览会,30.5133201709,114.248155501,武汉国际博览中心,2018-10-11
食品饮料,西安市,2018-10-28,2018中国西安烘焙展览会,34.2021162501,108.957182968,西安曲江国际会展中心,2018-10-26
建材五金,广州市,2018-08-27,2018中国广州绿色建筑与建筑工业化博览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-08-25
消费电子,深圳市,2018-10-13,2018年深圳国际互联网与电子商务博览会,22.5363839471,114.066517985,深圳会展中心,2018-10-11
建材五金,北京市,2018-11-03,2018第十六届中国国际门窗幕墙博览会,40.0771398326,116.55524372,中国国际展览中心新馆,2018-10-31
食品饮料,西安市,2018-10-15,2018第六届西安茶博会,34.2021162501,108.957182968,西安曲江国际会展中心,2018-10-11
建材五金,合肥市,2018-10-28,2018中国安徽国际绿色建筑建材博览会,31.75753327,117.304892956,安徽滨湖国际会展中心,2018-10-26
仪器仪表,上海市,2018-11-02,2018慕尼黑上海分析生化展,31.2131561422,121.572795285,上海新国际博览中心,2018-10-31
运输物流,深圳市,2018-10-13,2018中国深圳国际物流与交通运输博览会,22.5363839471,114.066517985,深圳会展中心,2018-10-11
汽摩配件,广州市,2018-09-05,2018广州国际汽车零部件及售后市场展览会,23.1016239365,113.374149961,广州保利世贸展览馆,2018-09-03
礼品玩具,北京市,2018-11-04,2018全国宠物水族用品展览会暨第六届北京国际宠物水族用品展览会,39.9678796505,116.449740311,中国国际展览中心,2018-11-02
食品饮料,武汉市,2018-11-05,2018中国武汉秋季茶业博览交易会暨紫砂陶瓷茶具工艺品展,30.585598843,114.280230907,武汉国际会展中心,2018-11-02
机械工业,石家庄,2018-11-03,2018第十四届华北锅炉暖通设备展览会,38.047043707,114.531099915,石家庄国际博览中心,2018-11-01
医疗保健,广州市,2018-11-10,2018中国国际老龄产业博览会,23.1016239365,113.374149961,广州保利世贸展览馆,2018-11-08
美容美发,济南市,2018-11-07,2018中国济南国际美容美发化妆品产业博览会,36.6923183256,117.130223505,济南国际会展中心,2018-11-05
贸易进出口,上海市,2018-11-10,2018中国国际进口博览会,31.1954553942,121.308713553,国家会展中心上海,2018-11-05
机械工业,上海市,2018-11-03,2018中国上海国际制刷工业展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-11-01
孕婴童,深圳市,2018-11-07,2018深圳国际幼儿教育用品暨装备展览会,22.5363839471,114.066517985,深圳会展中心,2018-11-05
机械工业,嘉兴市,2018-11-06,2018中国嘉兴紧固件产业博览会暨五金机电工具机床展,30.7446216133,120.76201215,嘉兴国际会展中心,2018-11-05
农林牧渔,青岛市,2018-11-09,第二十二届中国国际渔业博览会,36.4309351604,120.719183853,青岛国际博览中心,2018-11-07
食品饮料,上海市,2018-11-15,2018上海国际食品饮料及餐饮设备展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-11-13
美容美发,太原市,2018-11-12,2018中国山西国际美容美发美体化妆用品博览会,37.863402811,112.534921987,中国煤炭博物馆,2018-11-10
食品饮料,广州市,2018-11-15,2018第二十一届广州国际名酒展览会,23.1499658876,113.263495803,中国进出口商品交易会展馆琶洲馆,2018-11-13
消费电子,南京市,2018-11-11,2018南京国际时尚消费品博览会,32.0001775899,118.724174266,南京国际博览中心,2018-11-09
奢侈品,北京市,2018-11-12,2018中国国际珠宝展,39.9678796505,116.449740311,中国国际展览中心,2018-11-08
运输物流,天津市,2018-11-18,2018中国天津国际现代物流产业及技术装备展览会,39.1439299033,117.210813092,天津梅江国际会展中心,2018-11-16
消费电子,厦门市,2018-11-17,2018厦门国际自动售货机及自助服务产品展览会,24.4735054247,118.189009566,厦门国际会展中心,2018-11-15
机械工业,上海市,2018-11-21,2018亚洲智能制造装备产业博览会,31.2131561422,121.572795285,上海新国际博览中心,2018-11-19
食品饮料,上海市,2018-11-15,2018上海国际进口酒类精品展览会,31.2131561422,121.572795285,上海新国际博览中心,2018-11-13
医疗保健,北京市,2018-10-13,2018中国国际福祉博览会暨中国国际康复博览会,40.0050493821,116.396532673,北京国家会议中心,2018-10-11
食品饮料,上海市,2018-11-15,2018,31.2131561422,121.572795285,上海新国际博览中心,2018-11-13
食品饮料,南平市,2018-11-18,第十二届武夷山国际茶业博览会,,,太伟风景会展中心,2018-11-16
奢侈品,上海市,2018-10-14,2018上海国际珠宝展览会暨上海国际黄金珠宝节,31.1883954089,121.496502454,上海世博展览馆,2018-10-12
食品饮料,南宁市,2018-11-12,2018第八届中国南宁国际茶产业博览会暨紫砂陶瓷茶具用品展,22.8143952219,108.385721653,广西南宁国际会展中心,2018-11-09
医疗保健,济南市,2018-10-14,第十届中国山东国际老龄产业博览会,36.6410208515,117.030675538,济南舜耕国际会展中心,2018-10-12
体育休闲,武汉市,2018-10-19,2018武汉国际体育产业博览会,30.585598843,114.280230907,武汉国际会展中心,2018-10-17
